"","341225__1735_33043","1735__33043","301301__351091","536633__1680_216816","39491__39492","562__40518_74426","309120__1304_187327","823__39485_165179","1624__310297","1604__47877","1363__633701","1515__33035","1365__1547","97478__397865","29375__487175","1264__1623_261299","820__2173","454154__29389_39496","573__44749","45851__28116_410072","729__46503","1630__46228","1686__84026","1559__39484","40518__74426","907__574375","39485__165179","102684__218538_349096","29389__39496","1680__216816","29363__821_166486","1623__261299","1304__187327","28116__410072","29348__40520_69825","78346__28026_310298","218538__349096","821__166486","1755626__39488_46506","28026__310298","40520__69825","39488__46506"
"SRR7008013",0,0,0.250260189190056,0,0,0,0,-2.50940211360007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34641195737605,0,0,0,-4.33793830764994,0,0,0,-2.44843343598322,-2.10946076890288,0,-0.190661976507336,4.15269717839204,-3.65369322831309,4.24081111007338,3.98839873735596
"SRR7008014",-2.42597401693688,-4.20191025517664,0.24819131785773,0,0,-2.24540924656582,0,-2.25790436936966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88916289883695,0,-3.91080508638001,0,0,0,0,0,0,0,-2.50797333570603,-2.26170728684297,0,0,3.85618435969526,3.91739193266079,4.34393724147084,4.28150630619576
"SRR7008015",0,0,-1.03317146385751,0,0,-2.41781587490352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18777993867949,0,0,-5.25819587215418,0,0,-2.22714720274387,0,0,0,-2.45466474727719,0,0.230583054201367,-3.85753211108729,3.87021331661175,0,4.25160405783231,4.03972373996545
"SRR7008016",4.38633145279082,0,3.7893734751003,0,0,-2.08014306349822,-2.12603417679514,-2.18779579590919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60291347299089,0,3.7893734751003,0,0,0,-2.1701145873999,0,3.68239921283705,0,2.53003914246343,0,0,-3.75874872362299,6.45389940939121,0,4.42842808083576,0
"SRR7008017",0,0,0,-2.74091876481991,0,-2.32203691780438,0,-2.2480670708003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02188591868782,0,3.89376638544866,0,0,-4.74741056008702,-2.25193704046645,0,0,0,-2.60501306930782,-2.88717741857371,0,-3.90046936953418,4.0883249574574,5.00073797943522,4.51201499042209,3.85622933132261
"SRR7008018",0,0,4.57684145494449,0,0,-2.16755118539862,0,0,4.09333234327295,0,0,0,3.89257740212305,0,0,0,0,0,0,0,0,0,0,0,3.75430878111656,0,0,0,0,0,-4.87470493185325,0,0,0,-2.53276830365386,0,0,0.470191325206022,4.1472301263683,0,4.38688338572852,4.16880560076629
"SRR7008019",0,0,4.09431411031336,0,0,-2.54756337009409,0,-2.21095276612623,0,0,0,0,0,0,0,0,3.79395026702358,0,0,0,0,0,0,0,4.41250919250436,0,3.82948252406559,-2.56154529023941,0,0,0,0,0,0,2.16205482034667,-2.17182691677729,-4.43672658858342,0,6.42024492880034,3.76171456510394,4.31726436930934,0
"SRR7008020",-2.29954609448654,-3.98293066999727,3.85836370363824,0,0,-2.21978664056583,0,-2.33871348857944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84478324342264,0,-4.05077058656624,-2.2642810247036,0,0,-2.36450758409575,0,0,0,-2.40543111105767,0,-3.92184977740075,-4.09544727053578,4.35749768162567,0,4.16632889845874,3.92415493602314
"SRR7008021",-2.83092316445991,4.90330275316823,0,0,0,0.656340986514488,0,0,0,4.08580920081754,0,0,0,3.87006888700103,0,0,-4.84709548876989,0,0,0,0,0,0,0,0.196904270990372,0,0,0,0,0,0,0,0,0,-2.51442557097433,0,0,0,5.88750002305269,0,4.35511284077792,0
"SRR7008022",0,0,4.17339419712517,-3.06780342545571,0,-2.11117581513659,0,-2.11859556787168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.65666377552722,0,-3.66951516424399,-3.13858448915791,0,5.31359140052314,0,0,0,0,-2.25433193810066,2.20625930955774,-5.4361877990691,0,6.25138350236709,-3.72405881140629,3.90461745391556,0
"SRR7008023",5.32146142889814,0,3.96756232779442,0,0,-2.46686252154467,0,-4.58811842207777,0,0,0,0,0,-4.50734804118546,0,0,0,0,0,4.37614701561249,0,0,0,0,4.27273122260284,0,0.540950637405558,0,0,0,0,0,0,0,0,-2.22298764366104,0,0,6.35735315894783,-3.85032754341875,0,0
"SRR7008024",0,0,4.28801498936349,-5.69288374591452,0,0,0,-5.42836959188605,0,0,0,0,0,0,0,-2.49511814885184,0,0,0,0,0,0,0,0,0,0,-0.582070798320254,0,0,0.0428222626664761,-2.5490860252012,4.3216714046986,0,0,0,0,0,4.41514650851227,3.61689997570896,0,0,-4.30685924424442
"SRR7008025",0,0,4.4352804381942,0,0,-2.57542568514464,0,-2.94424840654492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46076813778841,0,-5.09958783023951,0,0,0,-4.76040551832153,0,0,0,-4.74141647150543,-2.515051830707,0,0.401556178911279,6.62998479113342,-4.35619755445364,-0.0606396610486205,0
"SRR7008026",0,0,-0.185844609757722,-2.28864443065275,0,-4.90738125141703,-2.2890620571156,-2.48255480171405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397627696355832,0,-4.29991104914281,0,0,3.96404843435011,-2.36014226064339,0,-3.96477178460235,0,0,0,0,4.08788630852483,6.69694159878632,0,0,0
"SRR7008027",0,0,0,0,0,-2.36718073493675,0,-2.40996499827778,0,0,0,0,0,0,0,0,4.77986282796383,0,0,0,0,0,0,-4.27188572728787,4.10007730360869,0,-4.17418182147976,0,0,0,-2.61774890870554,0,0,0,-4.63393251627307,-2.55481750083628,0,4.53407411133597,6.65047019304863,-4.42507371551458,-0.199569900247078,0
"SRR7008028",0,0,0,0,0,-2.31697698515768,-4.75523739916999,-2.56853400933421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01312185826087,0,-4.44883140513544,0,0,0,0,0,-0.508688463229064,0,-2.42481637563227,-2.39047006036053,0,0,6.63345662363518,-4.14041559851668,4.19990516162011,0
"SRR7008029",0,0,4.44366173246273,0,0,0,0,-4.82669704122427,0,0,0,0,0,0,0,0,0,0,4.24232878534408,0,0,0,0,0,0,4.58253330780376,-0.057283938993837,-2.60296690008764,0,0,-2.6569459063592,0,0,0,0,0,4.50847092137185,4.60196530277628,3.70864972298242,0,0,-4.29658358724302
"SRR7008030",0,0,0,-2.61291105594959,0,0,0,-5.08268894926085,0,0,0,0,0,0,0,0,0,0,0,-2.27251913947357,0,0,0,0,0,0,-0.137964536680745,0,0,4.52569470456314,-2.27848868033523,0,0,3.93611861074093,-4.77280860469881,0,0,3.94645815881117,3.57591976920121,0,-0.208116844418843,-4.36967424456826
"SRR7008031",0,0,0,0,4.67523187181497,0,0,-5.48551260042679,0,0,0,0,0,0,0,-2.4261009759641,0,0,0,0,0,4.39057875515003,0,0,0,0,-1.02926482519284,-2.83249496149259,0,0,0,4.20213015466226,0,0,0,-2.56445830095344,4.90602518548801,0,3.21367383003042,-4.44177207114312,0,-4.52696202165026
"SRR7008032",0,0,0.258549272988052,0,0,-5.14776744728113,0,-2.90055595223788,0,0,0,0,0,0,0,0,0,0,0,-2.45790906484572,0,0,0,0,-0.37087703421155,0,-5.02391027947233,0,0,0,-2.3758618838459,0,0,4.2572233806969,0,-2.5101649512373,0,4.1151134945874,6.60589878553792,-4.34773323092166,0,0
"SRR7008033",0,0,4.07058035773496,0,0,-2.62624245345599,0,-2.1377365402172,0,0,0,0,0,0,0,0,3.93825754045448,0,0,0,0,0,0,0,4.54878536238012,0,3.7026683008527,-2.15672871265361,0,0,0,0,0,0,-2.34344397150799,-4.95843115331873,3.73556370845868,0,6.72036160532214,-0.307460876488766,4.05896402334283,0
"SRR7008034",0,0,3.94392032315277,0,0,-4.91642394456649,0,-4.92795254150101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.682823737057393,0,-0.103057530793174,0,0,0,-2.18819457831927,0,0,0,-2.34001628287822,0,0,-3.79006418649574,4.28763742308519,0,4.05302709248354,4.12229122885585
"SRR7008035",-2.94160764728591,5.09501390103234,0,0,0,0,4.3103965699767,-3.18763428529942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5211445380871,-6.04271215114042,0,0,0,0,0,0,-2.29089363674568,-2.23462254322463,-0.265580006980125,0,5.63185952013836,-3.87047978060385,3.96794417357976,0
"SRR7008036",0,0,3.83441314026636,0,0,-2.17379215113728,0,-3.16413500864,0,0,0,0,0,0,0,0,4.0339810021354,0,0,0,0,0,0,0,3.76511845086421,0,-5.48044259697187,-4.82531970835048,0,0,0,0,0,0,-2.45184355536669,-2.25733397963592,0.672683475067589,0,6.37640624647651,-3.90981714238106,4.24671761010542,0
"SRR7008037",-2.36763185594388,4.1008586681134,0,0,4.23887825035296,0,-3.12354711573641,-2.79269203377129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83708449238474,-5.11553030184437,0,0,0,0,5.41014230429068,0,-2.30400576775047,0,-0.316374804747547,0,3.66413705095521,0,3.99065505067556,3.82130998149031
"SRR7008038",2.72817493452118,4.02691564498887,0,0,4.45231778027642,-2.44365448963698,0,0,0,0,0,0,0,0,0,-2.35102143345702,0,0,0,0,0,0,0,0,4.23253373219504,0,0,0,0,0,0,-4.07208857243098,0,0,-2.55507360703085,-2.98772811313571,0,0,3.34559932047851,5.17489689115295,4.42551730445571,4.23907340027944
"SRR7008039",0,0,0,0,0,0,0,-2.80022356567095,0,0,0,0,0,0,0,0,0,-2.6664728818866,0,0,0,0,0,0,0,-4.73964135449882,-4.85012948829376,1.79670595413098,4.6184665084322,0,-2.53135799517756,0,0,0,-2.39826362753414,0,-5.19332791109196,-4.38444065979322,3.34436195794496,0,4.15391445283358,4.00641276601648
"SRR7008040",0,0,0,0,0,-4.92594614117483,-2.35894109860865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.656046310886465,0,0,0,0,0,-2.31025616967926,0,4.08580583485254,0,-2.48672979713277,-4.44456959865884,0,4.00148106438395,3.38138927291162,0.0096576432434543,4.3071423533294,4.60005506706207
"SRR7008041",0,0,3.98235815328761,-4.75948197048787,0,-5.06967078474136,0,0,0,0,0,0,0,0,0,0,3.58989400173311,0,0,0,0,0,0,0,0.787607711142467,0,0,0,0,0.0112691655821995,-2.1492329835912,0,0,0,-2.20905510508609,0,0,3.72258072488281,7.1723955356907,0,3.82619567872852,0
"SRR7008042",0,0,0,-2.25019058060758,0,-5.12250240128772,0,-2.6553158633108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620296006117386,0,-4.59914198539793,-2.20384600322772,0,3.89744441232524,0,0,0,0,-2.23703706242088,-4.9246116812693,3.81717324964802,0,6.96630668657399,0.513339092282348,3.87466185052759,0
"SRR7008043",0,0,0,0,0,-2.36187470145189,0,0,0,0,0,0,0,0,0,4.38710111655812,3.75044680429143,0,0,0,0,0,0,0,4.09088698402625,0,0,-2.50590820976925,0,0,0,0,0,0,-2.11579544942923,-3.428897799872,4.3403603384243,0,6.24132789558581,-5.93902520333945,3.66466521683445,0
"SRR7008044",1.22287205416055,5.25484487388034,0,0,0,-4.61964169544506,5.06307005581142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250887769498208,0,0,-3.32891217591872,0,0,0,0,0,0,-2.3087558115982,-2.19716248715275,5.76584502262588,0,5.8620576953192,-3.80559706023297,3.99888236795799,0
"SRR7008045",-2.41204345536366,-4.17778181475385,3.90032936744862,-2.64509003231327,0,-2.84418293621915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92626935155201,0,0,0,0,4.58143032656059,0,0,0,0,-2.64604823660976,0,0,0,1.19164612105954,0,4.58308998508615,0.358310216464475
"SRR7008046",0,0,4.44572645083931,-2.80471789755534,0,-2.66282981048565,0,0,0,0,0,4.39164975835554,0,0,0,0,0,-2.31735586591342,0,0,0,0,0,0,4.61215652367015,0,0,0,-4.01377809897981,4.85791389946361,-2.39270000447168,0,0,0,-2.55262743622134,0,0,-4.14427797501523,6.5481434596423,0,4.42128041232964,0
"SRR7008047",-0.852984848375658,1.1574094525228,4.16244348799902,0,0,0,0,-2.35652030042642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08161288940603,-2.35053569849667,0,0,0,0,0,0,-2.29872036156832,0,4.07124725480064,0,5.94478465131411,0,3.98150045862943,0
"SRR7008048",0,0,-4.23534813743382,0,0,0,0,5.27460213609629,0,0,0,0,0,0,0,0,4.4365052423975,0,0,0,-4.145637054948,0,-4.53854366684563,0,0,0,0,-2.41531327960683,0,0,0,0,0,0,0,-2.53055848193515,4.18344531647485,0,5.78572011366149,4.38305586223605,0,0
"SRR7008049",-2.56775987124922,4.44749055864017,0,0,0,-2.43735735326093,-2.38313333323716,0,0,0,0,0,0,0,0,0,4.09661508269029,0,0,-2.41129882246279,0,4.34385545841891,0,0,-4.22162677204954,0,0,-4.94014977484182,0,0,0,0,-4.12770801437774,4.17649207273656,0,0,-0.129006468950687,0,5.77741304170273,0,0,0
"SRR7008050",-2.56127427150225,4.43625717036086,0,-2.49837527271207,0,-5.21426091561129,0,0,0,0,0,0,0,0,0,-2.4762264553969,0,0,0,0,0,0,0,0,0.0164351110782222,4.69050526898627,0,-2.61178700289365,0,4.32731290871106,-2.39387197745556,4.28895003179363,0,0,0,0,4.52374778755985,4.14630789176841,5.88870251031028,0,0,0
"SRR7008051",0,0,0,0,0,-4.73072203571654,0,0,0,-4.16271827610202,0,0,-4.40624918505478,0,0,0,0,0,0,0,0,0,0,-4.23073988851671,-0.125946870226008,0,0,0,0,0,0,0,0,0,-2.37187493900938,-2.53377124504004,0,0,5.95476375217482,-4.3886205311664,4.10820790356358,0
"SRR7008052",0,0,0,4.73300814241098,3.74188751449511,-3.15103783049388,0,0,0,0,0,0,0,0,0,0,0,-2.17406426877347,0,0,0,0,0,0,5.45775761898701,0,0,0,-3.76558977243574,0,-2.46061456798833,0,0,0,-2.55754105222766,-2.18904106806458,0,4.26190944959992,6.68011986430304,3.79153034974269,4.42979104490147,0
"SRR7008053",0,0,0,-2.28625971486514,0,0,0,-2.99504309948262,0,0,4.05910385758093,0,0,0,0,0,0,-2.10573799952451,0,0,3.70006530504397,0,0,0,0,0,5.18756681916246,0,3.6472452026049,-3.95991798544436,0,0,0,0,-2.38499176399689,0,0,0,5.80853887988453,0,4.13092691087593,0
"SRR7008055",0,0,0,0,-4.39258392143299,-4.40795466240486,-2.30715285849787,-3.11442677137216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686310198806419,0,-5.39434540446927,-2.15349498252076,0,0,-2.15153914785205,0,3.99610597174607,0,-2.12939308039322,0,-3.72996272357061,-3.7265751185532,6.67730339700414,0,3.68821700452666,0
"SRR7008056",0,0,4.05666678749707,0,0,-2.55532354638851,-2.5822333169459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42595021212199,0,0,0,0,0,-4.53043309980553,0,4.47255930194741,0,-2.40069019091305,-2.54032508601959,0,0.0499793248902012,4.12507449030566,4.39997211672772,4.15811738389363,4.12709549429928
"SRR7008057",-2.50285159322641,-4.33506612327286,4.6415983778758,0,0,-2.58021976057421,0,-2.3633922689255,0,0,0,0,0,0,0,2.0195284520745,0,0,0,0,0,0,0,0,4.46907172000773,0,-4.09351548799445,0,0,0,-2.43034368365779,-4.6236265692937,0,0,-2.29724247887314,0,0,-4.20947873994939,6.40913423956038,0,3.97894069071375,0
"SRR7008058",-2.47960249752537,4.29479750828862,3.64957576638384,0,0,-4.65918629390798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64553457325635,0,0,0.336658114186244,0,0,0,0,0,0,0,0,0,-2.57750051436577,-2.49907626097828,0,0,4.31515420986531,4.32852705600363,4.46436184741642,4.24678462948994
"SRR7008059",0,0,0,0,0,-2.23841003011624,0,2.11915208396178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62176393255838,0,3.87703990033311,0,3.7733765415881,0,0,0,-2.0828119138551,0,0,0,-2.38710304506507,-3.55818338190013,0,-3.60753605740681,4.03082904329341,6.16295440009828,4.13458375695508,3.72525363257814
"SRR7008060",4.22173099425341,0,0,0,0,-2.69160123279161,0,0,0,0,0,-3.92052430228401,0,0,3.83553614925636,0,0,0,0,0,0,0,0,0,4.66199008891009,0,0,0,0,0,0,0,0,0,-2.80958172330096,-2.17578449571782,0,0,3.70358324671546,3.76856929290389,4.86633829277418,4.5848654217059
"SRR7008061",0,0,3.68050897437318,-2.40249501819567,0,-2.20815075723741,0,-2.29715657469741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82462930230688,0,3.97879190031681,0,0,-4.16124343644602,-2.54000592969708,0,0,0,-2.26594883381776,-3.14658268327708,0,-4.39941932176157,3.93614590065922,5.45004107765232,3.92473850752381,3.83502285790167
"SRR7008062",0,0,0,0,0,3.13335201168059,0,-2.26515246126351,0,0,0,0,0,0,0,0,0,0,0.135876174352836,0,0,0,0,0,4.2601308214429,0,3.92335914979809,0,0,0,0,0,0,0,-2.64983203721323,-2.20018118000292,0,0,3.99823142963157,3.81082558962191,4.58964371997707,3.90710507546395
"SRR7008083",0,0,4.72477124849213,-2.43563613690454,0,-2.56852703118821,0,0,0,0,0,0,0,0,0,0,4.3649292946621,2.5020031831862,0,0,-4.46794522790279,0,0,0,4.44881931863203,0,0,-2.64287710515659,-4.29319520815787,4.21864553786945,0,0,0,0,0,0,4.57759742429177,0,5.90366110510883,0,0,0
"SRR7008084",-3.26465243161183,5.65454388060496,0,0,0,-2.27450754838465,0,-2.7272933589635,0,0,-4.21983564158003,0,0,0,-4.83756476629191,0,0,0,0,0,0,0,-4.31728377978877,-3.54090696811178,-3.93956263600113,0,-4.72381066486997,0,0,0,0,0,0,0,-2.17268346254498,0,0,0,6.18032280575508,0,3.76319814589257,0
"SRR7008095",0,0,4.08696950347962,0,0,-2.63042236774423,0,0,0,0,0,0,0,0,0,-2.1912829934099,0,0,0,0,0,0,0,0,4.55602518629863,-3.66148899132011,0,0,0,0,-2.15172643696958,-3.79541347834757,0,0,-2.40051997522208,0,0,3.72689951282047,4.42254253298972,0,4.15782256166863,3.8680199900227
"SRR7008096",0,0,4.26872492648873,0,0,0,0,-5.27960475924888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503021592505796,0,0,-0.847676352204846,0,0,0,2.11444630499981,0,0,0,-2.37074939143337,0,0,-3.89019342086893,6.43646675771247,0,4.10625839797559,0
"SRR7008097",-2.23984084026843,3.87951813621269,0,0,0,-4.69146195633001,0,-2.23720468106222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.394379606065893,0,3.87495217453069,0,0,0,0,0,0,0,2.52980494777904,-2.14238725128729,0,0,4.36894821888869,3.71072356871742,4.33275548125396,3.66785763293857
"SRR7008098",-2.19512400672754,-3.80206630856626,3.55914096494778,0,0,-2.08891196649249,0,-2.21272210999007,0,0,0,0,0,0,0,0,0,0,0,-2.33102882078204,0,0,0,0,3.61810165850361,0,3.83254711753382,0,0,0,0,0,0,-4.03746035150186,-2.64681414413312,0,0,0,4.95977441716702,0,4.5844165758305,3.61133233827856
"SRR7008099",-4.55397807884845,-0.163436792292005,0,0,0,-2.31464647029425,0,-2.58834472355285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00908528810961,0,-4.48314456869636,0,0,0,0,0,0,0,-2.532084740799,0,0,0,4.7141030396501,0,4.38569942013373,3.8861783629212
"SRR7008100",0,0,0,0,0,-2.28815473314424,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15570693391094,0,0,0,0,3.96320025338504,0,0,-2.14768392406525,0,0,-2.21477992645621,0,0,-3.73379393576228,-2.51509823122067,-2.28326494453466,-3.71989767507991,-3.83611136020582,4.15824820003534,3.95473089107496,4.35627792250082,3.79945709266469
"SRR7008101",-2.01584374651322,3.49154378908089,0,4.40261277542812,0,-2.17599445224693,0,-2.31994905759815,0,0,0,0,0,0,0,0,0,0,0,-2.08025461463003,0,0,0,-3.51562434856938,3.76893294827969,0,4.01826963873153,0,0,0,0,0,0,-3.60310668521883,-2.67981213355537,0,0,0,4.49952574416185,0,4.64157077005745,3.88841572008173
"SRR7008102",2.78572678609749,4.16130999137399,0,0,0,0,0,-2.47306772660552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28347895303962,-2.5029144254525,0,0,0,0,0,0,2.37978724299927,-2.68887608869209,-4.3351749518808,0,4.08870728403548,4.65727000087179,4.13547541112641,3.83788676688238
"SRR7008103",0,0,0,4.44947079148968,0,-4.49685294820275,0,-2.29118051412065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854296944081235,0,3.96844105976875,-2.28870444747738,0,0,0,0,0,0,-2.6004524966822,-2.56897920101954,-3.96415238653968,0,4.71207375703933,4.44960249975354,4.5041158469229,3.85251723106947
"SRR7008104",0,0,3.80816382071755,3.82533889422366,0,-2.41769136125199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18756427470881,0,0,0,0,0,-2.11392269893913,0,0,0,-2.37499025802123,-5.40425498802108,0,-3.6614215178357,4.44717698880783,2.36597238469043,4.11360379437389,3.58194920489937
"SRR7008105",0,0,0,4.478583045505,0,0.0746080245278419,0,0,-4.08261105208192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19567695231725,0,0,0,0,0,-2.36524305981924,0,0,0,-2.26159136992314,-2.79959472429974,0,4.0967211518566,6.12977306344655,-4.84904030308893,3.91719115866619,0
"SRR7008106",0,0,0,4.70659138599213,0,-4.7951174751624,0,-2.77590695782483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117357629973001,0,-4.80801188803656,-5.31414789156304,0,0,0,0,0,0,-2.34666892700278,-2.59714797869329,-0.995406490876765,0,6.4100985411538,-4.4983922538716,4.06454981011196,0
"SRR7008107",-2.2764316150918,3.94289521729508,4.15611199289912,0,4.23212606666795,0,0,-5.73786681035722,0,0,0,0,0,0,0,0,0,0,0,-2.36612426715524,0,0,0,0,0,0,-0.904311797052793,0,0,0,0,0,0,4.09824744773456,-2.43191019491317,0,0,0,3.78367252309959,0,4.21219201703434,4.07092763520978
"SRR7008108",-2.85230953162508,4.94034502768762,0,0,0,-2.52684264380358,0,0,0,0,0,0,0,0,0,0,0,0,4.67768022962035,0,0,0,0,-4.1402379753839,4.37661984179948,0,0,0,0,0,0,0,0,0,-2.32483943707928,-2.92737575067601,0,0,3.52367124759336,-5.07036353301592,-4.02674002446113,-4.24221277929434
"SRR7008113",0,0,0,0,0,-5.91586990320124,0,-2.24031146751555,0,0,0,0,0,0,0,0,3.99891281733198,0,0,0,0,0,0,0,-1.39088019620918,0,-3.88033328651613,0,0,0,-2.68040412936372,0,0,0,-2.34833373566201,-2.81682084025944,0,4.64259613687539,3.28269816428168,-4.8788768111482,4.06743334329462,-4.13349592433889
"SRR7008114",0,0,0,0,0,4.86182537364093,0,-2.49144590598072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31531089346808,0,0,0,-4.94852387441421,0,0,0,-4.53952960614243,-2.66989686814958,0,-0.583797817177328,3.42000053762913,-4.6243970266041,-0.0976342080138693,-4.76512160971185
