"","165179__562_823","310297__46503_166486","818__820","47678__239935","751585__39485_204516","39492__46506_457412","674529__33039_246787","562__823","28111__46228","46503__166486","39777__548_29466","1304__1318","469591__33038_88431","40519__1358_39486","46506__457412","287__29361_328813","100886__301301","33039__246787","457387__1680_1735","1118061__218538_310298","39485__204516","729__74426","187327__329854_658081","33038__88431","1689__40520","387090__2173_411489","29361__328813","218538__310298","33035__469588","154046__328812","39496__817_410072","1680__1735","1203555__29348_47770","28025__40545_360807","1685__454154","39483__658089","29348__47770","137591__626940","1343__658086","158847__469593","328814__821_853","1512__163665","548__29466","214856__469592","550__338188","1531__208479","1358__39486","1535__216816_357276","329854__658081","584__573_1308","817__410072","1623__102862","2173__411489","821__853","116085__28116_39488","40545__360807","216816__357276","908612__28117_40518","457394__39491_487174","573__1308","28116__39488","39491__487174","28117__40518"
"SRR6339450",0,6.57459043009474,-4.36616098481365,0,-2.44546274491961,0,0,0,4.23773223789985,0,0,0,0,0,0,0,0,0,0,0,4.23566572221762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00627803031372,0,0,0,0,0,0,-2.42393707895479,0,0,0,0,0,-5.20702629018146,0,0,-4.19838217509979,-2.72523406062877,-5.25899189256291,0,0,0.719450236266325,4.72024385552627
"SRR6339451",0,0,0,0,0,-5.01237766686651,-3.00462689638213,0,0,0,0,0,0,0,-0.013962699252231,0,0,5.20416644232184,-2.81235529061485,0,0,-4.77343550308958,0,0,-4.75744628794438,0,0,0,0,0,0,4.87114225228006,0,-2.51241377307151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95251006955612,0,0,0,0,-3.07039529326253,4.35162830459568,0,0,0,-5.11389745032993,-5.31808064725104,0,0
"SRR6339452",0,0,0,0,0,-5.48955576327416,0,0,0,0,0,0,-2.54762710633044,0,-0.630526191132869,0,0,0,-3.20929176844161,0,0,-4.56781068453152,0,-4.412619586904,-4.35842741641279,0,0,0,0,0,0,5.55865639925345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92128654045743,0,0,-5.61531948728638,0,0,-5.05981671153938,0,-0.817133384883566
"SRR6339453",0,0,0,0,0,0,0,0,0,0,0,0,-2.38823022958512,0,0,0,0,0,0,0,0,-5.02231823672785,-2.17669111016598,-4.13653609781331,-4.93659812093123,0,0,0,0,0,-2.41406214550107,0,0,2.67182761302919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77013959519098,-3.52193623333492,-4.18127828863658,0,0,0,-3.18212113458245,4.24312289209491,0,0,0,-6.10017249715384,-5.51159548093553,0,0
"SRR6339454",0,0,0,0,0,-2.56460014070594,-2.78370533254065,0,0,0,0,0,0,0,-4.44201774480097,0,0,4.82151906926082,0,0,0,-4.9559152825089,-2.4813328160359,0,-5.17338358395855,0,0,0,0,0,0,0,0,-2.65025884140106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29779450786213,-3.07394817232172,0,0,0,0,-3.25632887513744,4.59038296651527,0,-2.53535654919233,0,-5.32423441429471,-5.64012705789165,0,4.39136635850361
"SRR6339455",0,0,-4.54320138958822,-5.04467183028677,0,0,0,0,0,0,0,0,-2.58464907466531,0,0,0,0,0,-2.53332308077768,0,0,0,0,-4.4767435170562,0,-5.68324675680485,0,0,0,0,0,4.38784428789386,0,0,0,0,0,0,0,0,-2.8324011679143,0,0,0,0,0,0,0,0,0,0,0,-0.459451531689818,-4.905862730245,0,0,0,-5.45566757244562,0,0,0,0,0.495603678192751
"SRR6339456",0,0,-0.327843353662713,-4.61434811309249,0,0,0,0,0,0,0,0,-2.50695454823347,0,0,0,0,0,0,-2.55814620360218,0,0,0,-4.34217264980626,0,-2.83282749748814,0,4.43083919782841,0,0,0,0,0,0,0,0,0,0,0,0,-2.96301881842034,0,0,0,0,0,0,0,0,0,0,0,-4.90660115472765,-5.13209913728674,0,0,0,-2.88472539720617,-2.75190759560646,0,0,4.7664437733251,4.9964909538454
"SRR6339457",0,0,-4.39259320539467,0,0,-2.51442902931731,-2.42388072723913,0,0,0,0,0,-2.40358546428402,0,-4.35511883080368,0,0,-4.19828457106518,0,0,0,0,0,-4.16313214447395,0,0,0,0,0,0,-2.44859815631599,0,0,0,0,0,0,0,0,0,-3.17293728003052,0,0,0,0,0,0,-2.38581017246472,0,0,-4.24109641405877,0,0,-5.49568857824227,0,0,-4.13234443592356,-2.74525128295408,-3.27542628343454,0,0,5.67320473935512,4.75491470162012
"SRR6339458",0,0,-4.74436525115885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42676618966544,0,0,-5.31724511031738,0,0,0,0,0,0,-6.22905314928135,0,0,0,0,0,0,0,0,-2.5978101112035,4.20328233859088,0,0,1.37209706551433,-2.57287634776422,0.81707937579888,0,-2.80757261654913,0,-4.49953910102061,-4.45635255591988,0,4.86285841780219
"SRR6339459",0,0,-5.41784959935532,0,0,0,0,0,0,0,0,0,0,-2.44050877509446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.18489400154354,0,0,0,0,0,0,-6.1725184286353,0,0,0,0,0,4.22708519478129,0,0,-2.73551795635784,0,0,0,1.38719332367852,0,-0.359580243180433,0,-2.74655050117746,0,-4.73805608542876,0,0,4.75716501359312
"SRR6339460",0,0,-5.40086483998795,0,0,-2.52647075693569,0,0,0,0,0,0,0,0,-4.37597571484961,0,-4.13746282288311,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50451850102451,0,0,-2.4546854602416,0,0,0,0,0,0,-6.16702141313612,0,0,0,0,0,0,0,0,0,4.3379532922707,0,0,1.55286409915395,0,4.25163993373904,0,-2.96002312370598,0,0,0,0,5.1269104418375
"SRR6339461",0,0,-5.0173342636924,0,0,-2.9490515019637,0,0,0,0,0,0,-2.59409540597203,0,-5.10790703553844,0,0,0,0,0,0,-4.3486405543776,0,4.49310504282457,0,0,0,0,0,0,-2.59986925708339,0,0,-2.84787385634391,0,0,0,0,0,0,-3.3854121292276,0,0,0,0,0,0,0,0,0,4.50310564630479,0,0,5.86370581238214,-2.57462165386049,4.93266221273477,0,0,-2.82204962241306,0,-4.45937551475338,4.88793332749998,0
"SRR6339462",0,0,-5.4823454101416,0,0,-2.75721288545287,0,0,0,0,0,0,-2.5061152383817,0,-4.77563280488796,0,0,0,-2.62190265126528,0,0,0,0,4.34071892249969,0,0,0,0,0,0,-2.52212760079608,4.54126860449102,0,-2.56173669234116,0,0,0,0,0,0,-3.26994658088861,0,0,0,0,0,0,0,0,0,4.3684531477506,0,0,5.6637136161352,-2.4176980147937,4.43705810674834,0,0,-3.31029317891199,0,-4.1875757989811,5.73359597382425,0
"SRR6339463",0,-2.7169132981114,-0.324115282863558,0,0,-2.72965472910221,0,0,-4.57452362388165,4.70583187208848,0,0,0,0,-4.72790067792569,0,0,0,0,-3.0119264684964,0,0,0,0,0,0,0,5.21680967209726,0,0,0,0,0,0,0,0,0,0,0,0,-5.73794533192989,0,0,0,0,0,0,0,0,0,0,0,0,-0.388932405915159,0,0,0,-2.73631678556698,0,0,0,0,4.73943969820557
"SRR6339464",0,-2.77758781240579,-4.98873757887273,-4.76280036306868,0,0,-2.63352617069685,0,0,4.81092321357092,0,0,0,0,0,0,0,4.56140113070926,0,-2.82534446269749,0,0,0,0,0,0,0,4.89364015827545,0,0,-2.49740302878479,0,0,0,0,0,0,0,0,0,-2.78654396731343,0,0,0,0,0,0,0,0,0,4.32562893283165,0,0,-4.82643572891141,0,0,0,-3.05641578387472,-2.75356963674813,0,0,-4.76932251302673,5.29386742672648
"SRR6339465",0,-2.65261773462613,-4.80350906433084,0,-2.69200549150045,-2.63844368459824,0,0,0,4.59446868943071,0,0,0,0,-4.56991851463338,0,0,0,0,-2.95049959444342,4.6626902855332,0,0,0,0,0,0,5.11041520528738,0,0,0,0,0,0,0,0,0,0,0,0,-5.77996926809146,0,0,0,0,0,0,0,0,-2.7180010230673,0,0,0,-0.391639701318744,0,0,0,-2.84496227851299,0,-4.70771586697676,0,0,4.92761921200143
"SRR6339466",0,-2.7537093130365,-4.6265053745906,0,0,-2.82226644290236,0,0,0,4.76956443945481,0,0,0,0,-4.88830887160358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.72813212177404,0,0,0,0,0,0,0,0,-2.63767369421362,0,0,0,0.243772174668159,0,0,0,-2.89085612793152,-5.20987344659811,-4.56858485216588,0,0.0244360857046786,5.00710969094922
"SRR6339467",0,0,-4.49805444754518,0,-1.13414101147501,-2.62424911109799,0,0,0,0,0,0,0,0,-4.54533279213918,0,0,0,0,0,-0.352232365619132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.8642964900015,0,0,0,0,0,0,0,0,0,0,0,0,0.108195222853168,0,0,0,2.43745360654441,0,0,0,0,4.71655933689278
"SRR6339468",0,-2.44187981665279,0,0,0,-2.84311272420831,0,0,0,4.22945990841961,0,0,0,0,-4.92441568997436,0,0,0,0,-2.78604117111365,0,0,0,0,0,0,0,4.82556486034754,0,0,0,0,0,0,0,0,0,0,0,0,-5.82489910188806,0,0,0,0,0,0,0,0,0,0,0,0,-0.41228987488113,0,0,0,-5.39464842426922,-5.69588361186103,0,0,1.53669103078009,-0.496719411763917
"SRR6339469",0,-2.49266610248115,-4.73393469240729,0,-5.8218081953897,0,0,0,0,4.31742433580205,0,0,0,0,0,0,0,0,0,0,0.0510993336330483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377560746225288,0,0,0,0,0,0,0,0,0,0,0,0,0.444417037304206,0,0,0,2.97577621060625,0,0,0,0,4.90203591133568
"SRR6339470",0,0,-4.83266000462668,0,-2.57153474773668,0,0,0,0,0,0,0,-2.527737370548,0,0,0,0,0,0,-2.72906492556491,-4.45402883650874,-4.38235105589426,0,-4.3781695539797,0,0,0,4.7268791082326,0,0,0,0,0,0,0,0,0,0,0,0,-2.86766882494182,0,0,0,0,0,0,0,0,-2.99622875574235,0,0,0,4.96694810408058,0,0,0,3.23746970553927,0,-5.18962043604463,0,0,4.87900682888594
"SRR6339471",0,0,-4.99074358349479,0,5.57185977113616,-2.65235451844005,0,0,0,0,0,0,0,0,-4.59401278562305,0,0,0,-2.67525596088532,0,0,0,0,0,0,0,0,0,0,0,0,4.63367924750486,0,0,0,0,0,0,0,0,-5.92818270900103,0,0,0,0,0,0,0,0,0,0,0,0,0.439056982415879,0,0,0,-0.295950119415309,0,0,0,0,-0.344419818229365
"SRR6339472",0,0,-4.84082650618814,0,5.89826783544467,-2.50881786410396,0,0,0,0,0,0,0,5.0472803599163,-4.3454000075645,0,0,0,-2.64430176248615,0,0,0,0,0,0,0,0,0,0,0,0,4.58006500316993,0,0,0,0,0,0,0,0,-6.06228102673253,0,0,0,0,0,0,0,0,0,0,0,0,-0.224568217734889,0,0,0,-2.85483575417461,-2.53798450441384,0,0,4.39591811046729,-4.94472057349463
"SRR6339473",0,0,-5.04334705675496,0,0.0551088946972314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317487065385579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.57737730998346,0,0,0,0,0,0,0,0,-2.89669734508269,0,0,0,0.701799735897362,0,0,0,2.59148755998062,0,-5.01722697583309,0,0,4.52476872445496
"SRR6339474",0,0,-0.125843202332375,0,-2.7600585704622,0,0,0,0,0,0,0,0,0,0,-2.85345202974936,0,0,0,-2.76186965668987,4.78056167590645,0,0,0,0,0,-4.94232389248643,4.78369856926967,0,0,0,0,0,0,0,0,0,0,0,0,-5.81482138984101,0,0,0,0,0,0,-2.85622745053417,0,0,0,0,0,0.284754041697549,0,0,-4.9471310622981,-2.82723475359448,0,0,0,0,4.89691423815012
"SRR6339475",0,-2.58901593147126,0,0,-2.86075876529366,-2.56252466959697,0,0,4.74811124069775,-4.48430713491349,0,0,0,0,-4.4384229233906,0,0,0,0,-2.59415548384922,4.95497952968662,0,0,0,0,0,0,4.49320910076027,0,0,0,0,0,0,0,0,0,0,0,0,-6.04902837645441,0,0,0,0,0,0,-2.63814174681727,0,0,0,0,0,-0.446352801473016,0,0,-4.56939554305603,0,-3.23962021843255,0,0,5.61118681555256,0
"SRR6339476",0,0,4.57586465720759,0,-2.86818718163222,0,0,0,4.98390643698191,0,0,0,0,0,0,-2.89477401472066,0,0,0,-2.74088892407291,4.96784592420479,0,0,0,0,0,-5.01389566992631,4.74735887439707,0,0,0,0,0,0,0,0,0,0,0,0,-6.00679490164195,0,0,0,0,0,0,-2.86539774018861,0,0,0,0,0,0.145394147860505,0,0,-4.96301446989973,-2.77301557999232,0,0,0,0,4.80300387472678
"SRR6339477",0,0,0.170880591733401,0,-2.71689065686868,0,0,0,0,0,0,0,0,0,0,-3.06148495307938,-4.78164198583791,0,0,-2.78712921394514,4.70579265630574,0,0,0,0,0,-5.30264748534111,4.82744940581249,0,0,0,0,0,0,0,0,0,0,0,0,-2.85232715538665,0,0,0,0,0,0,-2.98793199622849,0,0,0,0,0,-4.94037555293809,0,0,-5.17525002702844,-2.61570544694169,0,0,0,0,4.53053473173767
"SRR6339478",0,0,-4.55517215410253,4.27682356683826,0,-2.47674836039469,0,0,-4.0832857751396,0,0,0,0,0,-4.28985399776651,0,0,0,0,-3.14277136122273,0,0,0,0,0,0,0,-5.44343967421017,0,0,0,0,0,0,0,0,0,0,0,0,-3.0230018056423,0,0,0,0,0,0,0,0,-2.45488369161744,0,0,0,-5.23599271874492,0,0,0,-2.83319560970937,-3.13563222291889,-4.25198328055366,0,5.43107432394565,4.90723874379771
"SRR6339479",0,0,-4.51833664473039,4.31074146527498,0,-2.57298564826297,-2.59250724057724,0,-4.86483979274764,0,0,0,0,0,-4.45654186993701,0,0,4.49035425966997,0,-2.74836997469561,0,0,0,0,0,0,0,-4.76031643416959,0,0,0,0,0,0,0,0,0,0,0,0,-2.92267420941231,0,0,0,0,0,0,0,0,-2.50171731338215,0,0,0,-5.06222022467333,0,0,0,-3.16945337431892,0,-4.33310149295259,0,0,5.48965427654099
"SRR6339480",0,-2.42391387624918,0,0,0,0,-5.72086686608909,0,0,4.1983419868348,0,0,0,0,0,0,0,-1.04825336323274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54572655876466,0,0,0,0,0,0,2.41047235879369,0,0,4.24554648742256,0,0,0,0,0,0,0,0,0,-5.01081432470577,0,-4.40932774195787,0,-3.23628048706833,-2.57300750485159,0,0,-4.45657972665899,5.6054022311461
"SRR6339481",0,0,0,0,0,0,-5.73411829288651,0,0,0,0,0,-2.57544349382153,0,0,0,-5.30813021624296,-1.16842821074746,0,0,0,0,0,-4.46079898332159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71646032787461,0,0,0,0,0,0,0,0,0,0,0,0,-4.31609863766995,0,0,0,-3.05673599656784,-2.47985999637208,0,0,-4.29524350937401,5.29442205138019
"SRR6339482",0,5.99222903409653,-5.27395684138439,0,0,0,0,0,0,0,0,0,0,-2.46695546691812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70289866089144,0,0,0,0,0,4.27289220871199,-2.46611038044166,0,-2.65725291086074,0,0,0,-4.68155780837386,-2.48233234117916,0,-4.27142847599796,-2.95249099906826,-2.70278567276138,-4.60249705017109,-4.2995257361937,-4.68136210719194,5.11386441927602
"SRR6339483",0,0,-4.51552484320578,-4.57540333222802,0,0,0,0,0,0,0,0,-2.5424470416869,-5.14945954753329,0,0,0,0,0,0,0,0,0,-4.4036474517549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67797089685708,0,0,0,0,0,0.614913296289763,-2.6051311261523,0,0,0,0,0,-4.63838165454726,0,0,-4.51221947087491,-3.13662548245451,-2.8766873962804,0,0,-4.98256872785068,5.43279469992646
"SRR6339484",0,5.41195987881075,-5.20344620499909,-4.8689739112478,0,0,0,0,-4.33407357199587,0,0,0,0,-2.52020768879585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79494533687373,0,0,0,0,0,4.36512776262015,-2.89461132170842,0,0,0,0,0,-4.84098732784302,0,0,-5.01361387736309,-2.9333720579689,-2.68156030716636,0,0,-4.64459869557214,5.08074944190501
"SRR6339485",0,0,0,0,0,0,-2.51517324681855,0,0,0,0,0,-2.63578524930983,0,0,-2.59604070759384,0,-4.3564078533277,0,0,0,0,0,-4.56531396964522,0,0,-4.4964744040696,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75971431845088,0,0,4.32075430622904,0,0,0,-2.53139281320078,0,0,0,0,0,-4.77996541393225,0,0,4.38450096637846,-3.11002449204131,-5.8658328890012,0,0,1.48222903564559,5.38672043299914
"SRR6339486",0,0,-5.99423488723473,-4.84929890557884,0,-2.91257919219848,0,0,0,0,0,0,0,0,5.04473514195568,0,0,0,0,-2.66880997708747,0,0,-2.9464113658253,0,0,0,0,4.62251447606223,0,0,-2.45445791336928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78183085351521,-5.10333418560783,-2.48755319041593,4.25124581099509,0,0,0,-2.88037849390349,0,-4.81827237635104,0,0,-4.30856851233045,4.98896189646956,0,0
"SRR6339487",0,0,-5.37940024361062,0,0,-3.25217670244666,-2.71567508296601,0,0,0,0,0,0,0,5.63293528382943,0,0,4.70368722054596,0,-2.41418776819576,0,0,-3.37714589149538,0,0,0,0,4.18149587352637,0,0,-2.38069819076207,0,0,0,0,0,0,0,0,0,-2.41215268222484,0,0,0,0,0,0,-2.60048917520261,-5.84938826864249,0,4.12349022388721,0,0,-4.17797100122696,-2.30967363042378,0,-4.50417937598381,0,0,0,-4.00047207679606,0,0
"SRR6339488",0,-2.76170231405458,-5.66914963046278,0,0,-3.32889646019587,0,0,0,-4.78340872332307,0,0,0,0,5.76581780219543,0,0,0,0,-2.84214701543561,0,0,-2.75557446687498,0,0,0,0,4.92274303331473,0,0,0,0,0,0,0,0,0,0,0,0,-2.90976356123998,0,0,0,0,0,0,-2.61670507951559,-4.77279498066699,0,0,0,0,-5.03985832608021,-5.31875039695232,0,-4.53226614614456,0,0,0,0.648255504953334,0,0
"SRR6339489",0,-2.53120552785218,-5.42083138858452,0,0,-3.44491207945783,0,0,0,-4.38417657863917,0,0,0,0,5.96676274922871,0,0,0,0,-2.68572983472916,0,0,-2.72873907033623,0,0,0,0,4.65182052915448,0,0,0,0,0,0,0,0,0,0,0,0,-2.73514386051582,0,0,0,0,0,0,-2.59113300434062,-4.72631471042062,0,0,0,0,-4.73740813242349,-5.51637846200191,0,-4.48797401268654,0,0,0,0.637310441871132,0,0
"SRR6339490",0,0,0,0,-2.65644355210695,0,-3.21251546107132,0,-4.23270225966283,0,0,0,0,4.85131406271267,0,0,0,-5.56423999867608,0,0,4.60109519968798,0,0,0,0,0,0,0,0,0,-2.4526993789794,0,0,0,0,0,0,0,0,0,-2.89687950259649,0,0,0,0,0,0,-2.7192064850603,0,-3.04763415225452,-4.24819994008495,0,0,-5.01754248190198,0,0,-4.70980378839522,-2.53819751943477,0,-5.27865719458693,0,0,4.39628706330631
"SRR6339491",0,0,0,0,-2.9831325251602,0,-3.24241311397872,0,0,0,0,0,0,4.82727151749802,0,0,0,-5.61602425253877,0,0,5.16693709928872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40274495536528,0,0,4.23113638570183,0,0,0,-2.29198336666388,0,-3.24981186358867,0,0,0,-4.16167634032248,0,0,-3.96983164116461,-2.47014827160957,-2.46712099444584,-5.62883926277568,0,-4.27317891080005,4.27842230865622
"SRR6339492",-2.43175052478738,-2.5979670450677,0,0,0,0,-2.6796530722128,4.21191546026402,0,4.49981091844684,0,0,0,0,0,0,0,4.6412952677306,0,0,0,0,0,0,0,0,0,0,0,0,-2.89799098249864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00223409342575,0,-3.29269839899846,5.01946762156409,0,0,0,0,0,-5.2000219860289,-2.58697898532625,-4.99783517566369,-5.70312092106603,0,0.351422087555877,4.48077904069804
"SRR6339493",0,0,0,0,0,-2.38774519137225,-3.58460919780354,0,0,0,0,0,0,0,-4.13569598698501,0,0,-6.20872525587444,0,0,0,-4.08446368763254,0,0,0,0,0,0,0,0,-2.43426126386106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56596936706922,0,-2.81786948564842,-4.21626418790418,0,0,0,-2.46298964829569,0,-4.44438931442925,-2.46736245477269,-2.51702193944606,-4.88069311824104,-4.26602320936433,-4.35960988288614,4.27359713235416
"SRR6339494",0,0,-4.47505490420234,0,0,-3.30407093136636,-2.78774761385614,0,0,0,0,0,0,0,5.72281872493796,0,0,4.82852050587773,0,-2.49003167592427,0,0,-3.32369304263252,0,0,0,0,4.31286137515672,0,0,0,0,0,0,0,0,0,0,0,0,-2.70102404103958,0,0,0,0,0,0,-2.85006748185944,-5.75680521860272,0,0,0,0,-4.67831087154556,-5.24821598143358,0,-4.93646168358044,0,0,0,0.485573159822952,0,0
"SRR6339495",0,0,-4.89792788285306,-4.39858326042022,0,0,0,0,0,0,0,0,-2.53813112079286,0,0,0,0,0,0,0,0,-4.43272937326513,0,-4.39617205748497,0,-5.42153482259031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0123384382819,0,0,0,0,0,0,0,0,0,0,0,-0.522032903358311,-5.21752322469694,0,0,0,-2.70887570807397,-2.60910325954886,0,0,4.51909940773219,4.69191035777323
